AvgSpotLen	BioSample	Experiment	LibraryLayout	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	barcode	c1_batch_id	c1_chip_size	c1_machine_id	c1_plate_coordinate	dilution_plate_coordinate	dob	ercc_spike_in_dilution	experimental_condition	expt_condition	facs_selection	index_set	lane	library_plate_coordinate	library_plate_id	number_of_animals	sequencing_run_id	sex_type	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	genetic_background	source_name	visual_qc
50	SAMN06469478	SRX2608308	SINGLE	31	21	SRR5307101	SRS2020722	GSM2517434	P25	N718_S511	P03a	small	Frodo	65	C11	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	2H	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469479	SRX2608309	SINGLE	47	31	SRR5307102	SRS2020721	GSM2517435	P25	N719_S502	P03a	small	Frodo	66	C12	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	3A	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469477	SRX2608310	SINGLE	34	22	SRR5307103	SRS2020720	GSM2517436	P25	N719_S503	P03a	small	Frodo	20	D2	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	3B	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469476	SRX2608311	SINGLE	39	26	SRR5307104	SRS2020727	GSM2517437	P25	N719_S505	P03a	small	Frodo	19	D3	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	3C	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469474	SRX2608312	SINGLE	39	25	SRR5307105	SRS2020724	GSM2517438	P25	N719_S506	P03a	small	Frodo	67	D4	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	3D	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469475	SRX2608313	SINGLE	45	30	SRR5307106	SRS2020723	GSM2517439	P25	N719_S507	P03a	small	Frodo	68	D5	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	3E	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469473	SRX2608314	SINGLE	34	23	SRR5307107	SRS2020726	GSM2517440	P25	N719_S508	P03a	small	Frodo	69	D6	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	3F	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469472	SRX2608315	SINGLE	29	20	SRR5307108	SRS2020725	GSM2517441	P25	N719_S510	P03a	small	Frodo	24	D7	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	3G	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469471	SRX2608316	SINGLE	44	29	SRR5307109	SRS2020731	GSM2517442	P25	N719_S511	P03a	small	Frodo	23	D8	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	3H	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469470	SRX2608317	SINGLE	33	22	SRR5307110	SRS2020730	GSM2517443	P25	N720_S502	P03a	small	Frodo	22	D9	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	4A	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469469	SRX2608318	SINGLE	36	23	SRR5307111	SRS2020734	GSM2517444	P25	N720_S503	P03a	small	Frodo	71	D11	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	4B	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469467	SRX2608319	SINGLE	25	17	SRR5307112	SRS2020729	GSM2517445	P25	N720_S505	P03a	small	Frodo	72	D12	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	4C	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469468	SRX2608320	SINGLE	31	21	SRR5307113	SRS2020733	GSM2517446	P25	N720_S506	P03a	small	Frodo	25	E1	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	4D	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469465	SRX2608321	SINGLE	39	26	SRR5307114	SRS2020732	GSM2517447	P25	N720_S507	P03a	small	Frodo	26	E2	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	4E	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469466	SRX2608322	SINGLE	39	26	SRR5307115	SRS2020728	GSM2517448	P25	N720_S508	P03a	small	Frodo	75	E4	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	4F	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469463	SRX2608323	SINGLE	28	20	SRR5307116	SRS2020735	GSM2517449	P25	N720_S510	P03a	small	Frodo	74	E5	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	4G	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469464	SRX2608324	SINGLE	45	30	SRR5307117	SRS2020736	GSM2517450	P25	N720_S511	P03a	small	Frodo	73	E6	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	4H	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469462	SRX2608325	SINGLE	29	19	SRR5307118	SRS2020738	GSM2517451	P25	N721_S502	P03a	small	Frodo	28	E7	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	5A	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469461	SRX2608326	SINGLE	35	23	SRR5307119	SRS2020741	GSM2517452	P25	N721_S503	P03a	small	Frodo	29	E8	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	5B	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469460	SRX2608327	SINGLE	24	16	SRR5307120	SRS2020737	GSM2517453	P25	N721_S505	P03a	small	Frodo	30	E9	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	5C	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469459	SRX2608328	SINGLE	30	20	SRR5307121	SRS2020740	GSM2517454	P25	N721_S506	P03a	small	Frodo	77	E11	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	5D	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469458	SRX2608329	SINGLE	43	29	SRR5307122	SRS2020739	GSM2517455	P25	N721_S507	P03a	small	Frodo	76	E12	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	5E	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469456	SRX2608330	SINGLE	35	23	SRR5307123	SRS2020742	GSM2517456	P25	N721_S508	P03a	small	Frodo	31	F1	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	5F	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469455	SRX2608331	SINGLE	34	23	SRR5307124	SRS2020743	GSM2517457	P25	N721_S510	P03a	small	Frodo	32	F2	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	5G	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469457	SRX2608332	SINGLE	45	30	SRR5307125	SRS2020744	GSM2517458	P25	N721_S511	P03a	small	Frodo	33	F3	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	5H	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469454	SRX2608333	SINGLE	32	21	SRR5307126	SRS2020748	GSM2517459	P25	N722_S502	P03a	small	Frodo	81	F4	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	6A	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469452	SRX2608334	SINGLE	30	23	SRR5307127	SRS2020745	GSM2517460	P25	N722_S503	P03a	small	Frodo	80	F5	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	6B	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469451	SRX2608335	SINGLE	26	19	SRR5307128	SRS2020749	GSM2517461	P25	N722_S505	P03a	small	Frodo	79	F6	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	6C	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469453	SRX2608336	SINGLE	35	23	SRR5307129	SRS2020753	GSM2517462	P25	N722_S506	P03a	small	Frodo	34	F7	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	6D	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469450	SRX2608337	SINGLE	34	23	SRR5307130	SRS2020746	GSM2517463	P25	N722_S507	P03a	small	Frodo	35	F8	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	6E	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469449	SRX2608338	SINGLE	40	26	SRR5307131	SRS2020750	GSM2517464	P25	N722_S508	P03a	small	Frodo	36	F9	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	6F	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469447	SRX2608339	SINGLE	34	23	SRR5307132	SRS2020759	GSM2517465	P25	N722_S510	P03a	small	Frodo	83	F11	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	6G	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469448	SRX2608340	SINGLE	3	2	SRR5307133	SRS2020747	GSM2517466	P25	N722_S511	P03a	small	Frodo	82	F12	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	6H	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469446	SRX2608341	SINGLE	1	1	SRR5307134	SRS2020752	GSM2517467	P25	N723_S502	P03a	small	Frodo	37	G1	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	7A	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469445	SRX2608342	SINGLE	1	1	SRR5307135	SRS2020751	GSM2517468	P25	N723_S503	P03a	small	Frodo	38	G2	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	7B	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469444	SRX2608343	SINGLE	28	19	SRR5307136	SRS2020755	GSM2517469	P25	N723_S505	P03a	small	Frodo	39	G3	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	7C	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469440	SRX2608344	SINGLE	38	25	SRR5307137	SRS2020754	GSM2517470	P25	N723_S506	P03a	small	Frodo	87	G4	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	7D	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469441	SRX2608345	SINGLE	1	1	SRR5307138	SRS2020756	GSM2517471	P25	N723_S507	P03a	small	Frodo	86	G5	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	7E	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469442	SRX2608346	SINGLE	37	25	SRR5307139	SRS2020757	GSM2517472	P25	N723_S508	P03a	small	Frodo	40	G7	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	7F	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469443	SRX2608347	SINGLE	36	26	SRR5307140	SRS2020758	GSM2517473	P25	N723_S510	P03a	small	Frodo	42	G9	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	7G	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469439	SRX2608348	SINGLE	48	31	SRR5307141	SRS2020767	GSM2517474	P25	N723_S511	P03a	small	Frodo	90	G10	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	7H	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469438	SRX2608349	SINGLE	27	19	SRR5307142	SRS2020761	GSM2517475	P25	N724_S502	P03a	small	Frodo	88	G12	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	8A	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469436	SRX2608350	SINGLE	28	19	SRR5307143	SRS2020760	GSM2517476	P25	N724_S503	P03a	small	Frodo	43	H1	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	8B	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469437	SRX2608351	SINGLE	1	0	SRR5307144	SRS2020770	GSM2517477	P25	N724_S505	P03a	small	Frodo	44	H2	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	8C	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469435	SRX2608352	SINGLE	34	22	SRR5307145	SRS2020762	GSM2517478	P25	N724_S506	P03a	small	Frodo	45	H3	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	8D	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469433	SRX2608353	SINGLE	37	24	SRR5307146	SRS2020766	GSM2517479	P25	N724_S507	P03a	small	Frodo	93	H4	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	8E	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
50	SAMN06469434	SRX2608354	SINGLE	34	22	SRR5307147	SRS2020763	GSM2517480	P25	N724_S508	P03a	small	Frodo	92	H5	2015-01-03	4000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63ckO_UI_96hpt	YFP+	B	4	8F	OEL11	2	oe4_L09L10L11L12	MM	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
