AvgSpotLen	BioSample	Experiment	Instrument	MBases	MBytes	Run	SRA_Sample	Sample_Name	cells_in_well	control_well	debris	hour_post_serum_switch	library_protocol	source_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	cell_type
200	SAMN02413106	SRX379731	Illumina HiSeq 2500	467	290	SRR1033041	SRS504189	GSM1269091	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413127	SRX379732	Illumina HiSeq 2500	789	493	SRR1033042	SRS504190	GSM1269092	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413110	SRX379733	Illumina HiSeq 2500	597	373	SRR1033043	SRS504191	GSM1269093	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413129	SRX379734	Illumina HiSeq 2500	754	473	SRR1033044	SRS504192	GSM1269094	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413108	SRX379735	Illumina HiSeq 2500	528	334	SRR1033045	SRS504193	GSM1269095	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413130	SRX379736	Illumina HiSeq 2500	585	368	SRR1033046	SRS504194	GSM1269096	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413113	SRX379737	Illumina HiSeq 2500	360	227	SRR1033047	SRS504195	GSM1269097	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413131	SRX379738	Illumina HiSeq 2500	524	330	SRR1033048	SRS504196	GSM1269098	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413114	SRX379739	Illumina HiSeq 2500	667	419	SRR1033049	SRS504197	GSM1269099	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413132	SRX379740	Illumina HiSeq 2500	464	290	SRR1033050	SRS504202	GSM1269100	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413137	SRX379741	Illumina HiSeq 2500	520	329	SRR1033051	SRS504198	GSM1269101	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413115	SRX379742	Illumina HiSeq 2500	599	373	SRR1033052	SRS504199	GSM1269102	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413135	SRX379743	Illumina HiSeq 2500	25	15	SRR1033053	SRS504200	GSM1269103	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_D	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413118	SRX379744	Illumina HiSeq 2500	525	324	SRR1033054	SRS504201	GSM1269104	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413120	SRX379745	Illumina HiSeq 2500	882	544	SRR1033055	SRS504203	GSM1269105	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413140	SRX379746	Illumina HiSeq 2500	556	346	SRR1033056	SRS504204	GSM1269106	2	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413122	SRX379747	Illumina HiSeq 2500	534	337	SRR1033057	SRS504205	GSM1269107	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413141	SRX379748	Illumina HiSeq 2500	651	408	SRR1033058	SRS504206	GSM1269108	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413123	SRX379749	Illumina HiSeq 2500	29	17	SRR1033059	SRS504207	GSM1269109	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413144	SRX379750	Illumina HiSeq 2500	537	335	SRR1033060	SRS504208	GSM1269110	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413125	SRX379751	Illumina HiSeq 2500	96	58	SRR1033061	SRS504209	GSM1269111	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413146	SRX379752	Illumina HiSeq 2500	774	480	SRR1033062	SRS504210	GSM1269112	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413128	SRX379753	Illumina HiSeq 2500	24	14	SRR1033063	SRS504211	GSM1269113	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413149	SRX379754	Illumina HiSeq 2500	697	431	SRR1033064	SRS504212	GSM1269114	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413138	SRX379755	Illumina HiSeq 2500	962	588	SRR1033065	SRS504213	GSM1269115	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_E	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413150	SRX379756	Illumina HiSeq 2500	547	338	SRR1033066	SRS504214	GSM1269116	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413134	SRX379757	Illumina HiSeq 2500	786	484	SRR1033067	SRS504215	GSM1269117	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413152	SRX379758	Illumina HiSeq 2500	1012	624	SRR1033068	SRS504216	GSM1269118	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413133	SRX379759	Illumina HiSeq 2500	800	494	SRR1033069	SRS504217	GSM1269119	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413153	SRX379760	Illumina HiSeq 2500	550	341	SRR1033070	SRS504218	GSM1269120	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413136	SRX379761	Illumina HiSeq 2500	27	16	SRR1033071	SRS504219	GSM1269121	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413158	SRX379762	Illumina HiSeq 2500	877	543	SRR1033072	SRS504220	GSM1269122	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413142	SRX379763	Illumina HiSeq 2500	742	458	SRR1033073	SRS504221	GSM1269123	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413155	SRX379764	Illumina HiSeq 2500	363	226	SRR1033074	SRS504222	GSM1269124	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413139	SRX379765	Illumina HiSeq 2500	454	282	SRR1033075	SRS504223	GSM1269125	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413154	SRX379766	Illumina HiSeq 2500	478	296	SRR1033076	SRS504224	GSM1269126	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413143	SRX379767	Illumina HiSeq 2500	659	404	SRR1033077	SRS504225	GSM1269127	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413160	SRX379768	Illumina HiSeq 2500	426	264	SRR1033078	SRS504226	GSM1269128	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413145	SRX379769	Illumina HiSeq 2500	532	328	SRR1033079	SRS504227	GSM1269129	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413165	SRX379770	Illumina HiSeq 2500	751	463	SRR1033080	SRS504228	GSM1269130	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413159	SRX379771	Illumina HiSeq 2500	405	258	SRR1033081	SRS504229	GSM1269131	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413164	SRX379772	Illumina HiSeq 2500	464	290	SRR1033082	SRS504230	GSM1269132	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413147	SRX379773	Illumina HiSeq 2500	510	315	SRR1033083	SRS504231	GSM1269133	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413166	SRX379774	Illumina HiSeq 2500	415	258	SRR1033084	SRS504232	GSM1269134	2	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413148	SRX379775	Illumina HiSeq 2500	757	467	SRR1033085	SRS504233	GSM1269135	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413151	SRX379776	Illumina HiSeq 2500	45	27	SRR1033086	SRS504234	GSM1269136	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413156	SRX379777	Illumina HiSeq 2500	433	268	SRR1033087	SRS504235	GSM1269137	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413157	SRX379778	Illumina HiSeq 2500	602	370	SRR1033088	SRS504236	GSM1269138	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413029	SRX379779	Illumina HiSeq 2500	850	520	SRR1033089	SRS504237	GSM1269139	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413052	SRX379780	Illumina HiSeq 2500	392	245	SRR1033090	SRS504238	GSM1269140	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413028	SRX379781	Illumina HiSeq 2500	523	324	SRR1033091	SRS504239	GSM1269141	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413054	SRX379782	Illumina HiSeq 2500	880	547	SRR1033092	SRS504240	GSM1269142	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413030	SRX379783	Illumina HiSeq 2500	18	10	SRR1033093	SRS504241	GSM1269143	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413056	SRX379784	Illumina HiSeq 2500	659	408	SRR1033094	SRS504242	GSM1269144	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413042	SRX379785	Illumina HiSeq 2500	193	119	SRR1033095	SRS504243	GSM1269145	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413058	SRX379786	Illumina HiSeq 2500	724	451	SRR1033096	SRS504244	GSM1269146	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413047	SRX379787	Illumina HiSeq 2500	78	47	SRR1033097	SRS504245	GSM1269147	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413059	SRX379788	Illumina HiSeq 2500	948	586	SRR1033098	SRS504246	GSM1269148	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413061	SRX379789	Illumina HiSeq 2500	22	13	SRR1033099	SRS504247	GSM1269149	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413064	SRX379790	Illumina HiSeq 2500	12	7	SRR1033100	SRS504248	GSM1269150	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413065	SRX379791	Illumina HiSeq 2500	635	391	SRR1033101	SRS504249	GSM1269151	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413049	SRX379792	Illumina HiSeq 2500	329	202	SRR1033102	SRS504250	GSM1269152	1	FALSE	FALSE	48	Single-cell	Myoblast_Cell T48_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413069	SRX379793	Illumina HiSeq 2500	412	252	SRR1033103	SRS504251	GSM1269153	1	FALSE	FALSE	48	Single-cell	Myoblast_Cell T48_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413050	SRX379794	Illumina HiSeq 2500	501	309	SRR1033104	SRS504252	GSM1269154	1	FALSE	FALSE	48	Single-cell	Myoblast_Cell T48_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413051	SRX379795	Illumina HiSeq 2500	493	302	SRR1033105	SRS504253	GSM1269155	1	FALSE	FALSE	48	Single-cell	Myoblast_Cell T48_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413070	SRX379796	Illumina HiSeq 2500	324	199	SRR1033106	SRS504254	GSM1269156	1	FALSE	FALSE	48	Single-cell	Myoblast_Cell T48_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
