	SRR1033183	SRR1033010	SRR1033028	SRR1033278	SRR1032973	SRR1033090	SRR1032957	SRR1032941	SRR1032971	SRR1032970	SRR1032912	SRR1032968	SRR1033161	SRR1032965	SRR1032988	SRR1032930	SRR1032972	SRR1032964	SRR1032981	SRR1032924	SRR1033277	SRR1033275	SRR1032927	SRR1032929	SRR1032951	SRR1032953	SRR1033257	SRR1032919	SRR1032985	SRR1032958	SRR1032945	SRR1032989	SRR1032916	SRR1032966	SRR1032969	SRR1032963	SRR1033077	SRR1032997	SRR1032984	SRR1032910	SRR1032980	SRR1032960	SRR1033043	SRR1032952	SRR1033214	SRR1032940	SRR1032947	SRR1032974	SRR1032946	SRR1032915	SRR1033264	SRR1033148	SRR1033134	SRR1033009	SRR1032956	SRR1032938	SRR1033157	SRR1032967	SRR1032944	SRR1032978	SRR1033002	SRR1032961	SRR1033067	SRR1033044	SRR1033051	SRR1033012	SRR1033222	SRR1033034	SRR1033087	SRR1033049	SRR1033078	SRR1033008	SRR1033176	SRR1033041	SRR1033246	SRR1033082	SRR1033050	SRR1033052	SRR1033115	SRR1033253	SRR1033022	SRR1033154	SRR1033193	SRR1033281	SRR1033036	SRR1033162	SRR1033273	SRR1033066	SRR1033042	SRR1033181	SRR1032950	SRR1033144	SRR1033037	SRR1033185	SRR1033197	SRR1033191	SRR1033057	SRR1033114	SRR1033105	SRR1033180	SRR1033119	SRR1033065	SRR1033111	SRR1033123	SRR1033031	SRR1033103	SRR1033138	SRR1033109	SRR1033025	SRR1033092	SRR1033170	SRR1033207	SRR1033136	SRR1033126	SRR1033254	SRR1033219	SRR1033128	SRR1033023	SRR1033020	SRR1033146	SRR1033038	SRR1033131	SRR1033190	SRR1033081	SRR1033166	SRR1033251	SRR1032992	SRR1032922	SRR1032998	SRR1033186	SRR1033182	SRR1033005	SRR1033266	SRR1033152	SRR1033192	SRR1033150	SRR1033001	SRR1033040	SRR1033060	SRR1033184	SRR1032994	SRR1033075	SRR1033139	SRR1032928	SRR1032962	SRR1033237	SRR1033171	SRR1033153	SRR1033196	SRR1033132	SRR1033069	SRR1033125	SRR1032976	SRR1032939	SRR1033048	SRR1033094	SRR1033147	SRR1033006	SRR1033141	SRR1033163	SRR1033130	SRR1033076	SRR1033209	SRR1033269	SRR1032990	SRR1033032	SRR1033151	SRR1033046	SRR1033226	SRR1033274	SRR1033018	SRR1033072	SRR1033164	SRR1033113	SRR1033089	SRR1033174	SRR1033280	SRR1033054	SRR1033015	SRR1033096	SRR1033070	SRR1033064	SRR1033091	SRR1033110	SRR1033085	SRR1033234	SRR1033068	SRR1033098	SRR1032936	SRR1033255	SRR1033062	SRR1033101	SRR1033019	SRR1033073	SRR1033168	SRR1033145	SRR1033045	SRR1033140	SRR1033160	SRR1033055	SRR1033080	SRR1033241	SRR1033083	SRR1033158	SRR1033121	SRR1033088	SRR1033135	SRR1033013	SRR1033026	SRR1033030	SRR1033189	SRR1033024	SRR1033208	SRR1033116	SRR1033172	SRR1033270	SRR1033240	SRR1033155	SRR1033058	SRR1033225	SRR1033212	SRR1033215	SRR1033129	SRR1033210	SRR1033149	SRR1033127	SRR1033107	SRR1033079	SRR1033261	SRR1033104	SRR1033117
PITPNB_2	1.0		1.0	0.0	1.0	1.0	1.0	0.4505494505494506		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0			1.0	1.0			1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0				1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0				1.0			1.0	1.0	1.0	0.0		1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0	1.0	1.0	0.8490566037735849	1.0	1.0		1.0	1.0	0.0	1.0		1.0		1.0		1.0	1.0				1.0	1.0		1.0	1.0	1.0	1.0		1.0			1.0	1.0			1.0			1.0	1.0	1.0		1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0					1.0	1.0	1.0	1.0	1.0		0.9746835443037974										1.0	0.0	1.0	1.0	1.0	0.0		1.0	1.0	1.0	1.0	0.6541353383458647					1.0	0.13043478260869565		1.0				1.0	1.0			1.0		1.0			1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0			0.0	1.0		1.0	1.0	1.0	1.0				1.0			1.0		1.0		1.0		1.0	1.0										1.0	1.0				1.0
PITX2_2	0.2258064516129032		1.0				0.0							0.75																												0.88									1.0												1.0			0.4666666666666667						1.0		1.0									1.0												1.0																																0.6666666666666666						1.0	0.0			1.0			1.0												1.0			0.0	1.0					1.0				1.0			1.0		1.0		1.0			1.0				0.0	1.0											1.0				0.5535714285714286	0.4444444444444444		1.0				0.9565217391304348	1.0				1.0	0.7333333333333333							1.0						1.0				0.7313432835820896						0.0
PKD2_6																															1.0														0.0											1.0	1.0										1.0														1.0	1.0		1.0					1.0												1.0																																						1.0																														1.0																	1.0																	0.0												1.0					1.0	1.0										
PKIG_1																					1.0																1.0						0.8431372549019608																				0.04477611940298507			0.0			0.4117647058823529	0.0		0.3333333333333333		0.5294117647058824			1.0		1.0		0.36538461538461536			0.68	0.625		0.625		1.0					0.0					0.8461538461538461				0.0									0.030303030303030307			1.0					0.8181818181818182	1.0													0.0																					0.8333333333333334						1.0				0.0				0.0															0.0																																															
PKIG_2																					0.0																0.0						0.024390243902439025																															0.07692307692307693			0.0		0.0		0.0			0.0	0.2195121951219512		0.0		0.0										0.0																0.0						0.0																																		0.0						0.0																																																																						
PKP4_4				0.3793103448275862										0.0											1.0		1.0										0.0							1.0																																																							1.0									0.0																					1.0											0.0																0.0		1.0	0.0										0.0							0.0	0.047619047619047616				0.0									0.0										0.0		1.0						0.9344262295081968				0.0	0.0			1.0	1.0								1.0				1.0		
PLA2R1_2																																																																	1.0									1.0	0.0									1.0		1.0								1.0		1.0				1.0																1.0	1.0																								1.0											1.0																	1.0												1.0						1.0											1.0																		1.0															
PLAT_2				1.0				0.7777777777777778			1.0	1.0				1.0		1.0					1.0				1.0					1.0												1.0	1.0							1.0				1.0		1.0	1.0			1.0						1.0			1.0					1.0									1.0						1.0																1.0		1.0	1.0	1.0																						1.0	1.0		1.0	1.0	1.0				1.0			1.0									1.0														1.0				1.0								1.0		1.0	0.13580246913580246			1.0		1.0	1.0									1.0										0.4352941176470588					1.0	1.0		1.0	1.0						0.990521327014218		1.0						
PLCB4_1				1.0	0.05185185185185185	0.10714285714285714	0.0		0.7115384615384616			0.0				0.3333333333333333	0.0	0.0	0.16071428571428573											0.0	0.0			0.0					0.049180327868852465			0.0							0.0	0.0																																									0.6026490066225165										0.0																										0.3333333333333333	1.0										0.25		0.0	0.0								0.3478260869565217			0.0								0.0		0.0	0.13147410358565734				0.0		0.6086956521739131				0.0		0.5483870967741935	0.0		0.04615384615384616	0.0	0.21023765996343693		0.7655172413793103					0.06666666666666668			0.17117117117117114		0.38164251207729466	0.4626865671641791				0.0		0.05333333333333334		0.0							0.3740458015267176	0.473170731707317			1.0			1.0	0.42857142857142855					1.0		1.0					0.8039215686274509	1.0	0.15294117647058825	0.625
PLCB4_3				1.0	0.9607843137254902	1.0			0.7368421052631579	1.0		0.927536231884058				1.0	1.0	1.0	1.0											1.0	1.0					1.0			1.0										1.0	0.951219512195122																																									1.0																																																	1.0									0.696969696969697													0.42857142857142855	0.03225806451612903				1.0		0.967741935483871				1.0					0.7083333333333334		1.0	1.0	1.0	1.0							0.4230769230769231		1.0					1.0		0.06493506493506493		1.0							0.9646017699115044	1.0			1.0		1.0	1.0	1.0				1.0											1.0
PLCB4_8					0.0		1.0		0.6103896103896104			0.9625				0.4883720930232558			0.8823529411764706																				0.2241379310344828			0.72							1.0	1.0																																									0.07692307692307693																																																										0.8958333333333334													0.3559322033898305					1.0								0.7241379310344828	0.0			1.0	0.3456221198156682		1.0								0.8987341772151899		0.8571428571428571					0.0				1.0							0.927710843373494	0.8823529411764706			0.2		1.0		0.0	0.8823529411764706			0.0											
PLD3_8		0.0																																																																																															1.0		1.0			0.0		0.0						0.0																														0.03225806451612903																							0.5384615384615384						0.0										0.0																								0.0					1.0																							
PLEKHA1_1														1.0	0.0								1.0		0.0					0.9428571428571428							1.0																1.0				1.0							1.0		0.02325581395348837	1.0						1.0	0.26666666666666666				1.0				0.0	1.0				1.0		1.0					1.0							1.0		1.0	1.0	1.0			1.0			1.0		1.0		1.0	0.5		1.0																					0.3953488372093023						1.0		1.0			1.0			1.0						1.0			0.88			1.0				1.0									1.0	1.0	1.0									1.0	1.0						1.0	1.0					1.0			1.0	1.0	0.05128205128205128				1.0				1.0		1.0				1.0		1.0								1.0
PLEKHA1_2										1.0				1.0	0.0						1.0		1.0		0.0					0.9726027397260274							1.0																1.0				1.0							1.0		0.02325581395348837	1.0						1.0	0.42857142857142855				1.0				0.0	1.0				1.0		1.0					1.0							1.0		1.0	1.0	1.0			1.0			1.0		1.0		1.0	0.6521739130434783		1.0																					0.3953488372093023						1.0		1.0			1.0			1.0	1.0					1.0		1.0	0.88			1.0				1.0									1.0	1.0	1.0									1.0	1.0						1.0	1.0					1.0			1.0	1.0	0.11904761904761905				1.0				1.0		1.0				1.0		1.0								1.0
PLEKHA5_7						1.0					1.0		1.0													0.0															1.0									1.0										1.0					1.0									1.0												1.0							1.0					1.0			1.0	1.0									1.0	1.0	1.0				1.0							1.0	1.0							1.0			1.0	1.0														1.0					1.0						1.0											1.0																																																											
PLEKHB2_18	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.44			0.0	0.0		0.0		0.0	1.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0		0.9411764705882352		0.0		0.0		1.0			0.0			0.32	0.8666666666666667		0.0		0.0	0.3231939163498099	0.0	1.0	0.0	0.0						0.0					0.0		0.0	0.0		0.0					0.0		0.0			0.0		0.0	1.0		0.0						0.0		0.0								0.0									0.0					0.0	0.0	0.0	0.0		0.0		1.0		0.0				0.0		0.0	0.0		0.0	0.0					0.0	0.0	0.15				0.0	0.0		0.0				0.0						0.0		0.0		0.0			0.0				0.0	0.2839506172839506													0.0				0.0	0.0		0.0		0.5					0.0	0.0			0.0	0.0		0.0			0.0			1.0			0.0	0.0			0.0		0.0				0.0			0.0			0.0	0.0		0.0	
PLEKHM2_6																																1.0																	1.0							0.0					1.0																											1.0	1.0																0.0		1.0																										1.0																	0.9782608695652174																	1.0		0.0	0.0																						0.0										1.0																			1.0										0.0
PLGRKT_2								1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0		1.0												1.0						0.1282051282051282		1.0		1.0			1.0	1.0		1.0	1.0				1.0					1.0				1.0			1.0								1.0					1.0		0.0		1.0			1.0									0.9333333333333332														1.0	1.0			1.0	1.0	0.0	1.0							1.0			1.0			1.0		1.0							1.0	1.0				1.0	1.0		1.0		1.0				1.0			1.0						1.0	0.5		1.0		1.0	1.0	1.0		1.0							1.0	1.0	1.0		1.0				1.0	1.0				1.0			1.0	1.0			1.0	1.0	1.0	1.0	1.0						1.0		1.0				1.0	1.0	0.9652173913043478	1.0		1.0		0.8857142857142857	1.0	1.0	1.0			1.0	1.0	0.0	1.0	0.4567901234567901
PLK3_1				1.0																																																												1.0								1.0																							1.0		1.0								1.0									1.0																	1.0		1.0									0.0	1.0									1.0											1.0				1.0		1.0																				1.0																1.0										1.0																
PLOD2_nmdSE_1					0.0	0.0		0.0												0.0	0.0													0.0						0.0			0.0										0.5151515151515151												0.0			0.0							0.0					0.0						0.0	0.0						0.0						0.0	0.0		0.0						0.0		0.0						0.0	0.0								0.0			0.0	0.43478260869565216				0.0								0.0									0.0	0.0				0.0				0.0								0.0		0.0										0.0					0.0												0.2698412698412698																																0.0			
PLSCR1_2			1.0			1.0		0.0		1.0			1.0		0.9272727272727272	1.0	1.0		1.0									1.0		1.0	0.6153846153846154				1.0	1.0								1.0	0.5652173913043478	1.0	1.0	1.0	1.0						0.0				1.0			1.0	1.0				1.0		0.03448275862068965				1.0	1.0								1.0				1.0		1.0	1.0					1.0							1.0	1.0					1.0				1.0		1.0								1.0							1.0				1.0						1.0			1.0	1.0	1.0								1.0							1.0	1.0						1.0	1.0		1.0			1.0				1.0			0.0																			1.0				1.0								1.0						1.0		1.0														
PLSCR1_8			1.0		1.0	1.0		1.0					1.0		1.0	1.0	1.0		1.0			1.0						1.0		0.14285714285714285	1.0				1.0	1.0							1.0	1.0	1.0	1.0	1.0	1.0	0.59375						1.0				0.11688311688311688			1.0	1.0				1.0		1.0													0.6842105263157895				1.0			1.0					0.6551724137931034							1.0	1.0					1.0				1.0		1.0								1.0											1.0						1.0			0.6666666666666666	1.0	0.0								1.0							1.0	0.0							1.0		1.0			1.0				1.0			0.0																1.0			1.0				1.0								1.0						1.0																
PLSCR4_3																					0.0																																														0.0	0.0					0.0					0.0				1.0	0.0	0.0		0.0										0.5111111111111111			1.0			0.0		0.0						0.0	0.8125	0.4509803921568628	0.5897435897435898	0.0			0.0	1.0		0.0			0.0			0.0		0.0																																																																																																							
PLSCR4_7																				1.0	1.0																																												1.0		0.0	1.0	1.0				1.0					1.0				1.0	1.0	0.2692307692307692		1.0			1.0							0.4586466165413534			1.0			1.0		0.04093567251461988			1.0			1.0	1.0	1.0	1.0	1.0			1.0	0.0		1.0			0.0			1.0		1.0																																						1.0		1.0													1.0																																																		
PLXND1_4																	0.0		1.0											0.0								0.0													1.0																												1.0									1.0																			1.0										1.0											1.0																					1.0		1.0			1.0					0.07692307692307693										1.0					0.0															0.0							1.0					1.0																												1.0		
PMM1_2		1.0		1.0	1.0	1.0	1.0						1.0		1.0	0.8181818181818182	1.0			1.0	1.0	1.0		1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0				0.0						1.0			1.0	1.0				1.0			1.0	1.0	1.0		1.0		1.0		1.0					0.9565217391304348			1.0			1.0				1.0		1.0		1.0		1.0		1.0	1.0		1.0		1.0		0.6153846153846154							1.0	1.0		1.0		1.0			1.0		0.9887640449438202		1.0			1.0				0.9534883720930232						1.0		1.0	1.0	0.0		1.0			0.7261904761904762		0.7744360902255639		1.0	1.0	1.0	1.0				1.0			1.0				1.0	1.0	1.0			1.0				1.0			1.0						1.0					1.0		1.0				1.0				1.0				1.0					1.0		1.0				1.0		1.0						1.0								1.0			1.0		1.0								1.0		
PMM2_6						1.0		1.0	1.0	0.7647058823529411		1.0		1.0	1.0		1.0	1.0	1.0				1.0		1.0				1.0	0.5333333333333333		1.0		1.0			1.0	1.0						1.0	0.6470588235294118	1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0					0.7446808510638298			1.0		1.0					1.0	1.0						0.8571428571428571	1.0						1.0		1.0		1.0			0.8823529411764706		1.0			1.0				1.0	1.0		1.0	1.0	0.6226415094339622		0.9130434782608696	1.0		1.0						1.0							1.0		1.0	0.0				1.0								1.0	1.0	1.0			1.0			0.6981132075471698		0.7142857142857143						1.0				1.0	1.0				0.7647058823529411	1.0			1.0		1.0												1.0	1.0				1.0					1.0			1.0	1.0			1.0																	0.8431372549019608		1.0						1.0	1.0				1.0			1.0
PMPCB_1	1.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.1891891891891892	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.21739130434782608	1.0	1.0	1.0	1.0			1.0	0.6363636363636364	1.0	1.0	0.0		1.0	1.0	1.0		0.011764705882352941	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0			1.0			1.0	1.0			0.3722627737226277	1.0			1.0			1.0	1.0		1.0	1.0	1.0	0.9866666666666668	1.0	1.0		1.0	1.0	1.0	0.7714285714285715	1.0			1.0	1.0			1.0			1.0			1.0	1.0				0.40963855421686746			1.0	1.0	1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		0.75	1.0		1.0	1.0	0.5581395348837209		1.0	1.0		0.5			1.0	1.0	1.0			1.0			0.0	1.0			1.0		1.0	0.0	0.4857142857142857			1.0	0.3813813813813814				1.0		1.0	1.0	1.0	1.0		0.99830220713073	1.0			0.3992932862190813	1.0						1.0			1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0			1.0			1.0	0.0		0.5094339622641509	1.0		1.0	1.0	1.0		1.0	1.0		1.0				0.875	1.0		1.0			1.0		
PMS1_2									1.0				1.0	0.0										1.0	1.0	1.0							1.0	1.0									1.0		1.0		1.0		1.0			1.0																																																																								1.0																											0.0				1.0	1.0																																		1.0																									1.0								1.0								
PMS2_2	1.0	1.0						1.0		1.0													1.0		1.0					1.0					1.0									1.0		1.0						1.0	1.0	1.0			1.0			1.0					1.0																				1.0																															0.13043478260869565						1.0				1.0																		0.8064516129032258				1.0					1.0																		1.0											1.0			1.0							1.0	1.0																																						
PNISR_3	1.0	1.0		0.5555555555555556			1.0	0.6578947368421053	0.25	1.0		1.0	1.0	1.0	1.0		1.0	0.15384615384615385	1.0		0.8850574712643678		1.0	1.0	1.0		1.0			1.0	0.8787878787878788			1.0			0.7235772357723578		1.0	0.8666666666666667	1.0	1.0	1.0	1.0	1.0		1.0		0.9649122807017544	0.3972602739726027	0.7222222222222222	1.0		0.4594594594594595	1.0		1.0		1.0		1.0	1.0	1.0	0.9407407407407408	1.0	0.92	1.0	1.0		0.46	0.6153846153846154	1.0	0.6052631578947368		1.0	1.0		0.0		1.0	1.0	1.0	0.5652173913043478	1.0	0.9183673469387756		1.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		0.8823529411764706	1.0		1.0	1.0	1.0	1.0					0.030303030303030307		1.0	0.06666666666666668	1.0		1.0	1.0		1.0		0.7	1.0	0.05263157894736842	0.09090909090909093	0.7837837837837838	0.026086956521739132	1.0	1.0			1.0	0.9893617021276596	0.9534883720930232	1.0	1.0	1.0	1.0	1.0	1.0	1.0		0.8314606741573034	0.8636363636363636	0.07692307692307693	1.0		0.9393939393939394		1.0	1.0		0.5238095238095238	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	0.1176470588235294	1.0	1.0	1.0	1.0	1.0	0.4925373134328358		0.8571428571428571	1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.0379746835443038	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0	1.0	0.5602836879432624	1.0			1.0			1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0				0.8585858585858586		0.9726027397260274	1.0	1.0	1.0		1.0	1.0	1.0	1.0
PNPLA8_9					1.0		1.0	0.6666666666666666		1.0					1.0	1.0	1.0						1.0			0.2857142857142857	0.8333333333333334			1.0		1.0		0.2307692307692308		0.7872340425531915														0.07142857142857142		1.0			1.0				1.0	1.0	1.0	1.0	1.0			1.0	1.0				1.0				1.0				1.0		1.0			1.0			1.0	1.0					1.0					0.0	0.6538461538461539														1.0			1.0						0.5555555555555556	1.0			0.4761904761904762			0.0	1.0		0.08943089430894309			1.0		1.0			0.0	1.0															1.0																			1.0	1.0		1.0		1.0		1.0							0.0											1.0						0.0									1.0																
PNPT1_3		1.0	0.0	1.0	1.0			0.935483870967742	1.0	1.0				1.0	1.0				1.0	0.3538461538461539	1.0		1.0			1.0	0.5294117647058824	1.0	0.0	1.0		1.0		1.0	1.0	1.0					1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0			1.0	1.0								1.0					1.0		1.0		1.0			1.0	1.0															1.0		1.0	1.0			1.0	1.0		1.0										1.0	1.0					1.0															1.0				1.0					1.0										1.0						1.0				1.0							1.0					1.0		1.0		1.0		1.0	1.0					1.0		1.0	1.0												1.0					1.0							1.0	1.0			1.0						1.0	1.0				1.0	1.0		
POC1B_7													1.0											1.0			1.0																						1.0			0.0															1.0																									1.0																																																		0.0																1.0																0.0																			1.0																															1.0							
POGZ_2				0.0						1.0			1.0				1.0				0.0	1.0				1.0		1.0		1.0				0.25	1.0		1.0				0.9310344827586208	1.0	1.0	1.0				1.0			1.0																		1.0	1.0		1.0							1.0												1.0						1.0							0.7446808510638298																					1.0			1.0					1.0				1.0									1.0	1.0			1.0				1.0		1.0	1.0	1.0		1.0									1.0						1.0						1.0							0.0				1.0								0.3097345132743363							0.4166666666666667														1.0										
POLA1_3	1.0					1.0			1.0		1.0	1.0		1.0					1.0				1.0						1.0					1.0	1.0	0.8787878787878788									1.0					1.0										1.0										1.0											1.0	1.0																																																																																														1.0								1.0		1.0																1.0																													
POLB_2										1.0	0.0	0.7731958762886598																0.0	0.5555555555555556		1.0						1.0			0.0			0.0											1.0									1.0					1.0						0.42857142857142855		0.0					1.0	1.0																	1.0	0.0		1.0													1.0														0.07317073170731707		0.2																							1.0						0.0						0.0		0.0							0.0													0.0							0.0		1.0									0.0	1.0	1.0	1.0				0.028571428571428567	0.6551724137931034				0.0						0.0				1.0	1.0		
POLB_6											1.0	0.0																0.0	0.6363636363636364													0.0	0.0																				0.0											0.0		1.0					0.0																		0.0			0.0													0.0														0.0												0.0													0.0						0.0						0.0		0.0							0.0																				0.0		0.0									0.0	0.0		0.0				0.0	0.6756756756756757				0.0	0.0					1.0					0.0		
POLB_8										1.0	1.0	1.0								1.0		0.0625			1.0			1.0	1.0		1.0		1.0									1.0	1.0		1.0			0.0	1.0														1.0					1.0						1.0							1.0	1.0						1.0						1.0					0.0			1.0													1.0		1.0												1.0		1.0										1.0													1.0							1.0					0.0		1.0							1.0									1.0											1.0		1.0									1.0	1.0		1.0				1.0	0.17142857142857146				1.0	1.0		1.0			1.0				1.0	1.0	1.0	
POLB_nmdSE_1										0.0	0.0	0.0										0.0						0.0	0.0		0.0											0.0							0.0					1.0									0.0					0.0						0.0							0.5849056603773585	0.0																	0.0			0.0													0.0		0.8823529411764706												0.0		0.0										0.0													0.0						1.0						0.0		0.0							0.0									0.0				0.0							0.0		0.0						1.0			0.0	0.0		0.0				0.0	0.0				0.0	1.0		0.037037037037037035			0.0				0.0	1.0		
POLDIP3_2											1.0		0.0										1.0					0.29411764705882354	1.0																																						1.0												1.0																									1.0																														1.0																											1.0										1.0																																									1.0						0.0													
POLG_10								1.0			1.0		1.0										1.0		1.0						1.0																									1.0																		1.0																					1.0							1.0										1.0									1.0						1.0							1.0																																				1.0																	1.0											1.0									1.0									0.0		1.0	1.0	1.0							1.0				
POLG_8													1.0						1.0						0.0																															1.0																		1.0																					1.0																																1.0																																											1.0																																					1.0											1.0	1.0								1.0				
POLG_nmdSE_2											0.0																				0.0																									0.0											0.0							0.0																					0.0							1.0										0.0									0.0													0.0																																		0.0		0.0																	1.0																													0.0		0.0	0.0	1.0							0.0				
POLK_11				1.0					1.0		0.4883720930232558		1.0				1.0			1.0			1.0								1.0			1.0			1.0					1.0		1.0						1.0			1.0		1.0		1.0		1.0			1.0		1.0								1.0	1.0								1.0	1.0		1.0																									1.0						0.34375								1.0			1.0	1.0	0.1232876712328767			1.0		1.0													1.0	0.0	0.0	1.0		1.0		1.0		1.0		1.0			1.0					1.0				1.0												1.0				1.0		0.0			1.0			1.0		1.0						1.0	1.0					1.0																1.0								
POLK_6	1.0								1.0		0.8787878787878788		1.0				1.0					1.0												1.0					1.0					0.9545454545454546											1.0		1.0		0.0			1.0										1.0	1.0								1.0			1.0										1.0																		1.0			1.0								1.0				1.0	1.0				0.7922077922077922	0.0				1.0			1.0	1.0					1.0		1.0	1.0		1.0						1.0								1.0				1.0													1.0			1.0								1.0		1.0						1.0	1.0					1.0	1.0				1.0			1.0								1.0								
POLK_7	1.0								1.0		0.875		1.0				1.0																	1.0					1.0					0.925925925925926											1.0		1.0		0.0			1.0										1.0	1.0								1.0			1.0										1.0																					1.0								1.0				1.0	1.0				0.7922077922077922	0.0				1.0	1.0			1.0					1.0		1.0	1.0		1.0						1.0								1.0				1.0													1.0			1.0								1.0		1.0						1.0						1.0	1.0				1.0											1.0								
POLK_nmdSE_1									0.0		0.0		0.0									0.0									0.0	0.0					0.0					0.0		0.0									0.0		0.0		0.0		0.0			0.0		0.0								0.0												0.0																															0.0								0.0				0.0	0.0			1.0		0.0					1.0									0.0				0.0		0.0				0.0			0.0					0.0				0.0												0.0				0.0		1.0			0.0			0.0		0.0						0.0		0.5																				0.0								
POLR1B_2														1.0		1.0					1.0									0.3								1.0								1.0	1.0																					0.0			1.0																										1.0										1.0				1.0										0.0																														1.0										1.0										1.0														1.0						1.0														1.0							1.0																			
POLR1C_1							1.0		1.0	1.0							1.0	1.0			1.0	1.0			1.0	1.0				1.0	1.0	1.0	1.0		1.0		1.0		1.0		0.25		1.0	1.0	1.0			1.0		1.0	1.0		1.0	1.0		0.0			1.0		1.0	1.0	1.0	1.0			1.0	1.0	1.0				1.0	0.0	1.0		1.0			1.0				0.9565217391304348		1.0																	1.0					1.0	1.0						1.0	0.7619047619047619		0.8666666666666667	1.0				1.0	1.0					1.0								1.0									1.0		1.0		1.0					1.0				1.0	1.0			1.0									1.0		1.0													1.0		1.0		0.0								1.0	1.0																					1.0		1.0		1.0	1.0				1.0	
POLR2D_3	1.0	1.0						1.0	1.0					1.0			1.0	1.0			1.0	1.0	1.0		1.0	0.26666666666666666				1.0		1.0						1.0						1.0							1.0	1.0		1.0									1.0	1.0																						1.0		1.0		1.0				1.0	1.0			1.0			0.07142857142857142				1.0						1.0						1.0	0.0								1.0		1.0	1.0		1.0		1.0																					1.0														0.0																				1.0				0.21739130434782608							1.0		0.0				1.0			1.0			1.0													1.0	0.5714285714285714				1.0		1.0
POLR2D_4	1.0	1.0		1.0		1.0		1.0	1.0					1.0			1.0	1.0			1.0	1.0	1.0		1.0	1.0				1.0		1.0		1.0				1.0						1.0			1.0	0.0		1.0	1.0	1.0		1.0									1.0	1.0								1.0														1.0		1.0		1.0				1.0	1.0			1.0			1.0				1.0						1.0						1.0	1.0								1.0		1.0	1.0		1.0		1.0																					1.0														1.0															0.0				1.0	1.0				1.0							0.0		1.0				1.0			1.0			1.0													1.0	1.0						1.0
POLR2G_4																1.0																										1.0																									0.0								1.0												1.0		0.0														1.0																														1.0																				1.0																																						1.0		1.0				1.0	0.0				1.0																											1.0		
POLR2J4_3						0.96	1.0	1.0								1.0																										1.0													1.0					1.0	1.0									1.0		1.0									1.0							1.0														0.0			1.0				1.0							1.0								1.0								1.0						1.0	1.0													1.0																							1.0	1.0										1.0				1.0	1.0			1.0		1.0									1.0				1.0												1.0	1.0		1.0					1.0		
POMK_1														1.0		1.0										1.0					1.0		1.0			1.0								1.0																																				1.0							1.0																1.0										1.0										1.0												1.0		1.0											1.0																															1.0													0.0																															1.0								
