BioSample	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	source_name	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	cell_type	develpmental_stage
SAMN07278176	SRX2956787	2017-06-27	72	31	SRR5756673	SRS2313991	GSM2684253	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278175	SRX2956788	2017-06-27	99	42	SRR5756674	SRS2313990	GSM2684254	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278432	SRX2956789	2017-06-27	100	43	SRR5756675	SRS2313992	GSM2684255	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278431	SRX2956790	2017-06-27	107	46	SRR5756676	SRS2313993	GSM2684256	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278430	SRX2956791	2017-06-27	214	92	SRR5756677	SRS2313994	GSM2684257	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278429	SRX2956792	2017-06-27	173	74	SRR5756678	SRS2313995	GSM2684258	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278428	SRX2956793	2017-06-27	95	41	SRR5756679	SRS2313996	GSM2684259	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278427	SRX2956794	2017-06-27	121	52	SRR5756680	SRS2313997	GSM2684260	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278426	SRX2956795	2017-06-27	101	43	SRR5756681	SRS2313998	GSM2684261	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278425	SRX2956796	2017-06-27	157	68	SRR5756682	SRS2313999	GSM2684262	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278544	SRX2956797	2017-06-27	79	34	SRR5756683	SRS2314000	GSM2684263	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278543	SRX2956798	2017-06-27	122	52	SRR5756684	SRS2314001	GSM2684264	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278542	SRX2956799	2017-06-27	135	58	SRR5756685	SRS2314002	GSM2684265	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278541	SRX2956800	2017-06-27	209	90	SRR5756686	SRS2314003	GSM2684266	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278540	SRX2956801	2017-06-27	119	51	SRR5756687	SRS2314004	GSM2684267	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278539	SRX2956802	2017-06-27	156	67	SRR5756688	SRS2314005	GSM2684268	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278538	SRX2956803	2017-06-27	94	40	SRR5756689	SRS2314007	GSM2684269	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278537	SRX2956804	2017-06-27	61	26	SRR5756690	SRS2314006	GSM2684270	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278536	SRX2956805	2017-06-27	282	122	SRR5756691	SRS2314008	GSM2684271	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278535	SRX2956806	2017-06-27	66	28	SRR5756692	SRS2314009	GSM2684272	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278534	SRX2956807	2017-06-27	141	61	SRR5756693	SRS2314010	GSM2684273	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278533	SRX2956808	2017-06-27	243	105	SRR5756694	SRS2314012	GSM2684274	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278532	SRX2956809	2017-06-27	162	67	SRR5756695	SRS2314011	GSM2684275	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278531	SRX2956810	2017-06-27	92	38	SRR5756696	SRS2314013	GSM2684276	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278664	SRX2956811	2017-06-27	104	43	SRR5756697	SRS2314014	GSM2684277	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278663	SRX2956812	2017-06-27	174	72	SRR5756698	SRS2314017	GSM2684278	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278662	SRX2956813	2017-06-27	81	34	SRR5756699	SRS2314015	GSM2684279	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278661	SRX2956814	2017-06-27	93	39	SRR5756700	SRS2314016	GSM2684280	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278660	SRX2956815	2017-06-27	98	41	SRR5756701	SRS2314018	GSM2684281	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278659	SRX2956816	2017-06-27	121	51	SRR5756702	SRS2314019	GSM2684282	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278658	SRX2956817	2017-06-27	52	22	SRR5756703	SRS2314020	GSM2684283	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278657	SRX2956818	2017-06-27	184	77	SRR5756704	SRS2314021	GSM2684284	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278656	SRX2956819	2017-06-27	114	48	SRR5756705	SRS2314022	GSM2684285	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278655	SRX2956820	2017-06-27	88	37	SRR5756706	SRS2314023	GSM2684286	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278654	SRX2956821	2017-06-27	173	72	SRR5756707	SRS2314025	GSM2684287	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278653	SRX2956822	2017-06-27	96	40	SRR5756708	SRS2314024	GSM2684288	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278652	SRX2956823	2017-06-27	75	31	SRR5756709	SRS2314026	GSM2684289	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278651	SRX2956824	2017-06-27	253	106	SRR5756710	SRS2314027	GSM2684290	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278646	SRX2956825	2017-06-27	94	39	SRR5756711	SRS2314028	GSM2684291	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278645	SRX2956826	2017-06-27	182	76	SRR5756712	SRS2314029	GSM2684292	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278650	SRX2956827	2017-06-27	76	32	SRR5756713	SRS2314030	GSM2684293	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278649	SRX2956828	2017-06-27	190	80	SRR5756714	SRS2314031	GSM2684294	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278648	SRX2956829	2017-06-27	276	114	SRR5756715	SRS2314032	GSM2684295	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278647	SRX2956830	2017-06-27	201	84	SRR5756716	SRS2314033	GSM2684296	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278644	SRX2956831	2017-06-27	69	29	SRR5756717	SRS2314034	GSM2684297	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278643	SRX2956832	2017-06-27	127	53	SRR5756718	SRS2314035	GSM2684298	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278642	SRX2956833	2017-06-27	173	72	SRR5756719	SRS2314037	GSM2684299	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278641	SRX2956834	2017-06-27	62	27	SRR5756720	SRS2314036	GSM2684300	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278640	SRX2956835	2017-06-27	164	69	SRR5756721	SRS2314038	GSM2684301	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278639	SRX2956836	2017-06-27	53	22	SRR5756722	SRS2314039	GSM2684302	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278638	SRX2956837	2017-06-27	65	27	SRR5756723	SRS2314040	GSM2684303	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278637	SRX2956838	2017-06-27	219	91	SRR5756724	SRS2314041	GSM2684304	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278636	SRX2956839	2017-06-27	182	76	SRR5756725	SRS2314042	GSM2684305	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278635	SRX2956840	2017-06-27	177	74	SRR5756726	SRS2314043	GSM2684306	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278612	SRX2956841	2017-06-27	189	79	SRR5756727	SRS2314044	GSM2684307	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278611	SRX2956842	2017-06-27	121	50	SRR5756728	SRS2314046	GSM2684308	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278610	SRX2956843	2017-06-27	285	119	SRR5756729	SRS2314045	GSM2684309	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278609	SRX2956844	2017-06-27	102	42	SRR5756730	SRS2314047	GSM2684310	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278608	SRX2956845	2017-06-27	96	40	SRR5756731	SRS2314049	GSM2684311	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278607	SRX2956846	2017-06-27	47	19	SRR5756732	SRS2314050	GSM2684312	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278606	SRX2956847	2017-06-27	51	21	SRR5756733	SRS2314048	GSM2684313	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278605	SRX2956848	2017-06-27	71	30	SRR5756734	SRS2314051	GSM2684314	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278604	SRX2956849	2017-06-27	112	47	SRR5756735	SRS2314052	GSM2684315	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278603	SRX2956850	2017-06-27	168	70	SRR5756736	SRS2314053	GSM2684316	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278602	SRX2956851	2017-06-27	103	43	SRR5756737	SRS2314054	GSM2684317	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278600	SRX2956852	2017-06-27	92	38	SRR5756738	SRS2314055	GSM2684318	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278599	SRX2956853	2017-06-27	93	38	SRR5756739	SRS2314057	GSM2684319	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278598	SRX2956854	2017-06-27	139	58	SRR5756740	SRS2314056	GSM2684320	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278597	SRX2956855	2017-06-27	140	59	SRR5756741	SRS2314058	GSM2684321	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278596	SRX2956856	2017-06-27	114	47	SRR5756742	SRS2314059	GSM2684322	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278601	SRX2956857	2017-06-27	63	26	SRR5756743	SRS2314061	GSM2684323	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278595	SRX2956858	2017-06-27	187	78	SRR5756744	SRS2314060	GSM2684324	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278594	SRX2956859	2017-06-27	93	39	SRR5756745	SRS2314062	GSM2684325	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
