BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	cell_type_s	strain_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s
SAMN04194873	SRX1355200	2015-10-19	241	260	SRR2727453	SRS1121362	GSM1912262	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194874	SRX1355201	2015-10-19	248	266	SRR2727454	SRS1121363	GSM1912263	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194875	SRX1355202	2015-10-19	265	284	SRR2727455	SRS1121360	GSM1912264	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194876	SRX1355203	2015-10-19	215	233	SRR2727456	SRS1121359	GSM1912265	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194877	SRX1355204	2015-10-19	195	210	SRR2727457	SRS1121361	GSM1912266	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194878	SRX1355205	2015-10-19	240	258	SRR2727458	SRS1121358	GSM1912267	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194879	SRX1355206	2015-10-19	353	375	SRR2727459	SRS1121356	GSM1912268	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194880	SRX1355207	2015-10-19	83	91	SRR2727460	SRS1121357	GSM1912269	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194796	SRX1355209	2015-10-19	164	178	SRR2727462	SRS1121355	GSM1912271	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194797	SRX1355210	2015-10-19	153	166	SRR2727463	SRS1121353	GSM1912272	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194798	SRX1355211	2015-10-19	44	49	SRR2727464	SRS1121354	GSM1912273	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194799	SRX1355212	2015-10-19	130	142	SRR2727465	SRS1121352	GSM1912274	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194800	SRX1355213	2015-10-19	115	125	SRR2727466	SRS1121350	GSM1912275	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194801	SRX1355214	2015-10-19	154	166	SRR2727467	SRS1121351	GSM1912276	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194802	SRX1355215	2015-10-19	327	348	SRR2727468	SRS1121349	GSM1912277	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194803	SRX1355216	2015-10-19	168	184	SRR2727469	SRS1121348	GSM1912278	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194804	SRX1355217	2015-10-19	55	62	SRR2727470	SRS1121347	GSM1912279	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194805	SRX1355218	2015-10-19	241	260	SRR2727471	SRS1121346	GSM1912280	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194806	SRX1355219	2015-10-19	150	163	SRR2727472	SRS1121345	GSM1912281	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194807	SRX1355220	2015-10-19	259	278	SRR2727473	SRS1121344	GSM1912282	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194808	SRX1355221	2015-10-19	301	321	SRR2727474	SRS1121343	GSM1912283	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194809	SRX1355222	2015-10-19	469	490	SRR2727475	SRS1121341	GSM1912284	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194810	SRX1355223	2015-10-19	289	310	SRR2727476	SRS1121340	GSM1912285	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194811	SRX1355224	2015-10-19	547	565	SRR2727477	SRS1121342	GSM1912286	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194812	SRX1355225	2015-10-19	427	451	SRR2727478	SRS1121339	GSM1912287	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194813	SRX1355226	2015-10-19	128	140	SRR2727479	SRS1121338	GSM1912288	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194735	SRX1355227	2015-10-19	638	655	SRR2727480	SRS1121337	GSM1912289	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194736	SRX1355228	2015-10-19	640	655	SRR2727481	SRS1121336	GSM1912290	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194737	SRX1355229	2015-10-19	546	566	SRR2727482	SRS1121335	GSM1912291	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194738	SRX1355230	2015-10-19	607	627	SRR2727483	SRS1121334	GSM1912292	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194739	SRX1355231	2015-10-19	415	437	SRR2727484	SRS1121333	GSM1912293	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194740	SRX1355232	2015-10-19	358	381	SRR2727485	SRS1121332	GSM1912294	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194741	SRX1355233	2015-10-19	52	57	SRR2727486	SRS1121331	GSM1912295	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194742	SRX1355234	2015-10-19	706	719	SRR2727487	SRS1121330	GSM1912296	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194743	SRX1355235	2015-10-19	519	538	SRR2727488	SRS1121329	GSM1912297	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194744	SRX1355236	2015-10-19	44	47	SRR2727489	SRS1121328	GSM1912298	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194745	SRX1355237	2015-10-19	71	75	SRR2727490	SRS1121327	GSM1912299	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194746	SRX1355238	2015-10-19	34	38	SRR2727491	SRS1121326	GSM1912300	female	Motor neuron	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194747	SRX1355239	2015-10-19	55	65	SRR2727492	SRS1121325	GSM1912301	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194748	SRX1355240	2015-10-19	115	117	SRR2727493	SRS1121324	GSM1912302	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194749	SRX1355241	2015-10-19	106	108	SRR2727494	SRS1121323	GSM1912303	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194750	SRX1355242	2015-10-19	74	81	SRR2727495	SRS1121322	GSM1912304	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194754	SRX1355243	2015-10-19	40	47	SRR2727496	SRS1121321	GSM1912305	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194755	SRX1355244	2015-10-19	105	107	SRR2727497	SRS1121319	GSM1912306	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194751	SRX1355245	2015-10-19	35	40	SRR2727498	SRS1121320	GSM1912307	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194752	SRX1355246	2015-10-19	122	127	SRR2727499	SRS1121318	GSM1912308	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194753	SRX1355247	2015-10-19	57	68	SRR2727500	SRS1121317	GSM1912309	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194756	SRX1355248	2015-10-19	65	75	SRR2727501	SRS1121316	GSM1912310	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194757	SRX1355249	2015-10-19	74	86	SRR2727502	SRS1121315	GSM1912311	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194758	SRX1355250	2015-10-19	76	79	SRR2727503	SRS1121314	GSM1912312	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194759	SRX1355251	2015-10-19	42	46	SRR2727504	SRS1121313	GSM1912313	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194760	SRX1355252	2015-10-19	59	65	SRR2727505	SRS1121312	GSM1912314	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194761	SRX1355253	2015-10-19	106	109	SRR2727506	SRS1121311	GSM1912315	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194762	SRX1355254	2015-10-19	173	175	SRR2727507	SRS1121310	GSM1912316	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194763	SRX1355255	2015-10-19	70	73	SRR2727508	SRS1121309	GSM1912317	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194764	SRX1355256	2015-10-19	108	111	SRR2727509	SRS1121308	GSM1912318	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194814	SRX1355257	2015-10-19	79	82	SRR2727510	SRS1121307	GSM1912319	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194815	SRX1355258	2015-10-19	133	135	SRR2727511	SRS1121306	GSM1912320	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194816	SRX1355259	2015-10-19	88	103	SRR2727512	SRS1121305	GSM1912321	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194817	SRX1355260	2015-10-19	48	53	SRR2727513	SRS1121304	GSM1912322	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194818	SRX1355261	2015-10-19	58	60	SRR2727514	SRS1121303	GSM1912323	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194819	SRX1355262	2015-10-19	78	89	SRR2727515	SRS1121302	GSM1912324	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194820	SRX1355263	2015-10-19	95	111	SRR2727516	SRS1121300	GSM1912325	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194911	SRX1355264	2015-10-19	76	87	SRR2727517	SRS1121299	GSM1912326	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194912	SRX1355265	2015-10-19	101	104	SRR2727518	SRS1121301	GSM1912327	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194913	SRX1355266	2015-10-19	62	65	SRR2727519	SRS1121298	GSM1912328	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194914	SRX1355267	2015-10-19	104	106	SRR2727520	SRS1121297	GSM1912329	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194915	SRX1355268	2015-10-19	52	54	SRR2727521	SRS1121296	GSM1912330	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195020	SRX1355269	2015-10-19	86	93	SRR2727522	SRS1121295	GSM1912331	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195021	SRX1355270	2015-10-19	82	86	SRR2727523	SRS1121294	GSM1912332	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195022	SRX1355271	2015-10-19	99	101	SRR2727524	SRS1121293	GSM1912333	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195023	SRX1355272	2015-10-19	40	42	SRR2727525	SRS1121292	GSM1912334	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195024	SRX1355273	2015-10-19	68	73	SRR2727526	SRS1121291	GSM1912335	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195025	SRX1355274	2015-10-19	126	130	SRR2727527	SRS1121290	GSM1912336	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195026	SRX1355275	2015-10-19	62	69	SRR2727528	SRS1121289	GSM1912337	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195027	SRX1355276	2015-10-19	69	77	SRR2727529	SRS1121288	GSM1912338	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195029	SRX1355278	2015-10-19	64	67	SRR2727531	SRS1121287	GSM1912340	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195030	SRX1355279	2015-10-19	54	57	SRR2727532	SRS1121286	GSM1912341	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195031	SRX1355280	2015-10-19	49	51	SRR2727533	SRS1121285	GSM1912342	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
